time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1981-12-21T14:13:17.190Z,39.252,25.39,14.3,5,mb,,,,1.1,us,usp0001hjs,2014-11-07T00:30:32.801Z,"47 km W of Eresós, Greece",earthquake,,1.5,,25,reviewed,us,us
1981-12-19T14:10:50.720Z,39.243,25.227,10,7.2,ms,,,,1.2,us,usp0001hgc,2022-04-28T00:47:33.149Z,"61 km W of Eresós, Greece",earthquake,,,,12,reviewed,us,us
1981-11-11T10:29:20.080Z,36.184,30.376,53.7,5,mb,,,,1,us,usp0001gwz,2022-04-28T00:49:13.788Z,"17 km SSE of Beykonak, Turkey",earthquake,,2.9,,38,reviewed,us,us
1981-04-26T14:13:27.650Z,36.559,30.712,70.2,5.4,mb,,,,1,us,usp0001dcz,2022-04-28T01:07:35.087Z,"14 km ESE of Kemer, Turkey",earthquake,,2.2,,66,reviewed,us,us
1981-03-12T04:05:59.180Z,40.801,28.109,10,5,ms,,,,1.2,us,usp0001cnj,2014-11-07T00:29:04.020Z,"22 km SE of Marmara Ere?lisi, Turkey",earthquake,,,,1,reviewed,us,us
1981-01-20T08:27:46.600Z,38.079,38.473,10,5.1,mb,,,,,us,usp0001btw,2022-04-28T01:14:55.569Z,"13 km WNW of Sincik, Turkey",earthquake,,,,,reviewed,us,us
1980-12-18T12:34:15.600Z,36.009,44.67,33,5.8,ms,,,,,us,usp0001bb6,2022-04-28T01:18:25.896Z,"9 km SSE of Koysinceq, Iraq",earthquake,,,,,reviewed,us,us
1980-12-15T22:48:17.600Z,35.88,44.578,70,5,mb,,,,,us,usp0001ba3,2022-04-28T01:18:05.977Z,"22 km SSW of Koysinceq, Iraq",earthquake,,,,,reviewed,us,us
1980-10-18T03:14:10.000Z,39.851,40.254,35,5,mb,,,,,us,usp0001aa8,2022-04-28T01:25:08.030Z,"13 km NW of Tercan, Turkey",earthquake,,,,,reviewed,us,us
1980-07-11T12:33:25.700Z,38.425,40.897,10,5,mb,,,,,us,usp00018td,2022-04-28T01:32:12.479Z,"12 km SW of Kulp, Turkey",earthquake,,,,,reviewed,us,us
1980-05-16T00:37:29.700Z,35.961,27.372,65,5,mb,,,,,us,usp0001782,2014-11-06T23:24:21.819Z,"52 km NNE of Karpathos, Greece",earthquake,,,,,reviewed,us,us
1979-12-31T06:21:34.300Z,36.184,31.51,79,5.3,mb,,,,,us,usp00014sz,2022-04-27T14:46:46.579Z,"54 km SSW of Türkler, Turkey",earthquake,,,,,reviewed,us,us
1979-12-28T03:09:07.300Z,37.47,35.847,41,5.1,mb,,,,,us,usp00014rc,2022-04-27T14:46:36.965Z,"3 km ENE of Kozan, Turkey",earthquake,,,,,reviewed,us,us
1979-09-12T16:14:51.300Z,38.662,39.803,10,5,mb,,,,,us,usp00012x3,2022-04-27T14:54:44.919Z,"8 km SW of Kovanc?lar, Turkey",earthquake,,,,,reviewed,us,us
1979-08-23T16:47:46.900Z,39.69,28.57,10,5,mb,,,,,us,usp00012k3,2014-11-06T23:22:04.960Z,"12 km NNW of Dursunbey, Turkey",earthquake,,,,,reviewed,us,us
1979-08-22T20:12:48.100Z,35.946,27.417,93,5.3,mb,,,,,us,usp00012jr,2016-11-09T23:18:16.342Z,"50 km SW of Émponas, Greece",earthquake,,,,,reviewed,us,us
1979-07-18T13:12:02.500Z,39.672,28.66,10,5.2,mb,,,,,us,usp00011x6,2022-04-27T15:01:14.931Z,"9 km NNE of Dursunbey, Turkey",earthquake,,,,,reviewed,us,us
1979-06-16T18:42:00.300Z,38.748,26.633,18,5.1,ms,,,,,us,usp00011bk,2022-04-27T15:02:32.128Z,"13 km NW of Foça, Turkey",earthquake,,,,,reviewed,us,us
1979-06-14T11:44:45.900Z,38.808,26.527,23,5.8,mb,,,,,us,usp0001190,2022-04-27T15:02:18.207Z,"19 km N of Karaburun, Turkey",earthquake,,,,,reviewed,us,us
1979-05-28T09:27:32.400Z,36.409,31.751,98,5.9,mb,,,,,us,usp00010ys,2022-04-27T15:07:40.359Z,"22 km SSW of Türkler, Turkey",earthquake,,,,,reviewed,us,us
1979-04-11T12:14:26.300Z,39.111,43.901,34,5,mb,,,,,us,usp0000zy4,2022-04-27T15:08:10.209Z,"47 km E of Erci?, Turkey",earthquake,,,,,reviewed,us,us
1978-12-04T03:12:34.000Z,38.07,37.468,10,5.1,mb,,,,,us,usp0000xrs,2022-04-27T15:18:31.603Z,"12 km NNE of Nurhak, Turkey",earthquake,,,,,reviewed,us,us
1978-11-28T18:02:20.100Z,36.162,26.371,123,5,mb,,,,,us,usp0000xnn,2014-11-06T23:21:54.148Z,"43 km S of Astypálaia, Greece",earthquake,,,,,reviewed,us,us
1978-01-02T06:31:27.500Z,41.54,44.244,10,5.3,mb,,,,,us,usp0000sb1,2022-04-27T15:57:21.059Z,"8 km W of Jvara, Georgia",earthquake,,,,,reviewed,us,us
1977-12-16T07:37:30.100Z,38.436,27.216,34,5.3,mb,,,,,us,usp0000s3j,2022-04-27T16:01:44.088Z,"7 km ENE of ?zmir, Turkey",earthquake,,,,,reviewed,us,us
1977-11-28T02:59:10.800Z,36.05,27.761,85,5.6,mb,,,,,us,usp0000ruc,2020-07-10T22:30:43.331Z,"Dodecanese Islands, Greece",earthquake,,,,,reviewed,us,us
1977-11-03T19:46:15.000Z,39.283,43.498,33,5.1,mb,,,,,us,usp0000rc1,2020-07-10T22:25:31.760Z,"30 km NNE of Erci?, Turkey",earthquake,,,,,reviewed,us,us
1977-10-05T05:34:46.800Z,40.963,33.411,33,5.8,ms,,,,,us,usp0000qwy,2022-04-27T16:09:43.595Z,"17 km E of Bayramören, Turkey",earthquake,,,,,reviewed,us,us
1977-06-01T12:54:49.200Z,36.243,31.344,67,5.7,mb,,,,,us,usp0000p46,2022-04-27T16:20:55.907Z,"55 km SW of Okurcalar, Turkey",earthquake,,,,,reviewed,us,us
1977-05-26T01:35:13.800Z,38.934,44.38,37,5.4,ms,,,,,us,usp0000p1a,2022-04-27T16:27:20.939Z,"46 km NE of Özalp, Turkey",earthquake,,,,,reviewed,us,us
1977-03-26T05:04:35.200Z,39.332,43.424,21,5,mb,,,,,us,usp0000n4f,2022-04-27T16:35:09.943Z,"31 km SW of Diyadin, Turkey",earthquake,,,,,reviewed,us,us
1977-03-25T02:39:58.200Z,38.562,40.024,21,5.2,mb,,,,,us,usp0000n3z,2022-04-27T16:34:57.373Z,"8 km W of Ar?cak, Turkey",earthquake,,,,,reviewed,us,us
1977-02-24T20:47:21.300Z,38.737,27.72,43,5,mb,,,,,us,usp0000mqd,2022-04-27T16:38:14.693Z,"13 km E of Saruhanl?, Turkey",earthquake,,,,,reviewed,us,us
1977-01-17T05:19:23.700Z,39.172,43.518,33,5,mb,,,,,us,usp0000m77,2022-04-27T16:40:21.735Z,"21 km NE of Erci?, Turkey",earthquake,,,,,reviewed,us,us
1977-01-01T22:26:40.600Z,39.197,43.458,24,5,mb,,,,,us,usp0000m15,2022-04-27T16:38:34.737Z,"20 km NNE of Erci?, Turkey",earthquake,,,,,reviewed,us,us
1976-11-25T09:49:26.900Z,39.026,44.29,34,5,mb,,,,,us,usp0000kfp,2022-04-27T16:48:00.259Z,"48 km NNE of Özalp, Turkey",earthquake,,,,,reviewed,us,us
1976-11-24T15:11:05.400Z,39.019,44.181,40,5,mb,,,,,us,usp0000kf7,2022-04-27T16:47:49.583Z,"43 km NNE of Özalp, Turkey",earthquake,,,,,reviewed,us,us
1976-11-24T12:36:45.600Z,39.243,44.267,33,5.5,mb,,,,,us,usp0000kf2,2022-04-27T16:47:36.674Z,"37 km SSE of Do?ubayaz?t, Turkey",earthquake,,,,,reviewed,us,us
1976-11-24T12:30:40.600Z,39.121,43.925,33,5,mb,,,,,us,usp0000kf1,2022-04-27T16:47:31.302Z,"49 km SSW of Do?ubayaz?t, Turkey",earthquake,,,,,reviewed,us,us
1976-11-24T12:22:18.800Z,39.121,44.029,36,7.3,ms,,,,,us,usp0000kf0,2022-04-27T16:47:30.211Z,"47 km S of Do?ubayaz?t, Turkey",earthquake,,,,,reviewed,us,us
1976-09-05T22:07:34.900Z,38.298,40.853,22,5.1,mb,,,,,us,usp0000j88,2022-04-27T16:52:11.378Z,"8 km NE of Hazro, Turkey",earthquake,,,,,reviewed,us,us
1976-08-19T01:12:36.700Z,37.703,28.893,3,5,mb,,,,,us,usp0000hxy,2022-04-27T16:55:34.712Z,"12 km SSE of Babada?, Turkey",earthquake,,,,,reviewed,us,us
1976-08-17T17:37:56.600Z,36.877,27.046,167,5.1,mb,,,,,us,usp0000hwu,2014-11-06T23:21:36.773Z,"8 km NNW of Antimácheia, Greece",earthquake,,,,,reviewed,us,us
1976-04-29T22:18:09.100Z,40.888,42.855,44,5.5,ms,,,,,us,usp0000g3h,2022-04-27T17:12:35.932Z,"23 km ENE of Göle, Turkey",earthquake,,,,,reviewed,us,us
1976-01-12T22:41:49.500Z,38.593,43.135,36,5,mb,,,,,us,usp0000edk,2022-04-27T17:20:57.627Z,"21 km NNW of Edremit, Turkey",earthquake,,,,,reviewed,us,us
1975-11-12T09:03:49.500Z,36.346,28.193,68,5.2,mb,,,,,us,usp0000dhz,2014-11-06T23:21:32.658Z,"0 km NW of Faliraki, Greece",earthquake,,,,,reviewed,us,us
1975-09-06T10:52:15.000Z,38.428,40.83,33,5.2,mb,,,,,us,usp0000cqj,2022-04-27T17:32:09.251Z,"17 km ESE of Lice, Turkey",earthquake,,,,,reviewed,us,us
1975-09-06T10:13:08.500Z,38.539,40.589,33,5.1,mb,,,,,us,usp0000cqg,2022-04-27T17:32:08.239Z,"9 km NNW of Lice, Turkey",earthquake,,,,,reviewed,us,us
1975-09-06T09:20:10.900Z,38.474,40.723,26,6.7,ms,,,,,us,usp0000cqe,2022-04-27T17:32:02.387Z,"7 km ENE of Lice, Turkey",earthquake,,,,,reviewed,us,us
1975-04-30T04:28:56.900Z,36.184,30.772,56,5.6,mb,,,,,us,usp0000aup,2022-04-27T17:49:00.424Z,"41 km SSE of Tekirova, Turkey",earthquake,,,,,reviewed,us,us
1975-03-29T02:06:05.100Z,40.361,26.025,33,5.3,mb,,,,,us,usp0000adn,2014-11-06T23:21:29.545Z,"20 km NNE of Gökçeada, Turkey",earthquake,,,,,reviewed,us,us
1975-03-27T05:15:06.200Z,40.418,26.139,5,6.7,ms,,,,,us,usp0000acv,2022-04-27T17:51:43.661Z,"31 km NE of Gökçeada, Turkey",earthquake,,,,,reviewed,us,us
1975-03-17T05:35:15.200Z,40.471,26.106,5,5.9,ms,,,,,us,usp0000a93,2020-08-26T00:12:34.192Z,"28 km S of Enez, Turkey",earthquake,,,,,reviewed,us,us
1975-03-17T05:17:47.300Z,40.493,26.168,5,5.5,ms,,,,,us,usp0000a92,2020-08-26T00:12:21.340Z,"26 km SSE of Enez, Turkey",earthquake,,,,,reviewed,us,us
1975-03-17T05:11:12.200Z,40.397,25.976,3,5.3,ms,,,,,us,usp0000a91,2014-11-06T23:21:29.390Z,"22 km NNE of Gökçeada, Turkey",earthquake,,,,,reviewed,us,us
1975-01-12T04:39:45.400Z,40.439,41.664,40,5,mb,,,,,us,usp00009fz,2022-04-27T17:56:00.929Z,"14 km SE of Uzundere, Turkey",earthquake,,,,,reviewed,us,us
1974-07-09T02:32:17.600Z,36.652,28.449,69,5,mb,,,,,us,usp000071n,2014-11-06T23:21:25.102Z,"23 km WSW of Sarigerme, Turkey",earthquake,,,,,reviewed,us,us
1974-02-01T00:01:02.400Z,38.552,27.015,29,5.2,mb,,,,,us,usp000053j,2022-04-27T18:27:47.635Z,"7 km SW of Menemen, Turkey",earthquake,,,,,reviewed,us,us
1972-07-16T02:46:49.930Z,38.263,43.349,15,5.19,mw,,,,,iscgem,iscgem771606,2022-04-26T20:46:55.441Z,"19 km SSE of Edremit, Turkey",earthquake,,5.5,0.33,,reviewed,iscgem,iscgem
1972-05-28T03:14:35.470Z,38.926,29.981,15,5.14,mw,,,,,iscgem,iscgem773885,2022-04-26T20:51:35.184Z,"7 km N of Dumlup?nar, Turkey",earthquake,,6.4,0.2,,reviewed,iscgem,iscgem
1972-03-22T00:51:50.820Z,40.449,42.185,15,5.18,mw,,,,,iscgem,iscgem775555,2022-04-26T20:54:54.585Z,"17 km SW of ?enkaya, Turkey",earthquake,,13.2,0.26,,reviewed,iscgem,iscgem
1972-03-14T14:05:46.820Z,39.217,29.517,25,5.67,mw,,,,,iscgem,iscgem775356,2022-04-26T20:54:22.234Z,"26 km ESE of Emet, Turkey",earthquake,,6.7,0.2,,reviewed,iscgem,iscgem
1971-11-06T19:43:48.750Z,39.042,29.772,15,5.25,mw,,,,,iscgem,iscgem778354,2022-04-26T21:00:45.702Z,"21 km SSW of Aslanapa, Turkey",earthquake,,6.4,0.26,,reviewed,iscgem,iscgem
1971-09-21T16:48:50.460Z,37.199,30.178,15,5.19,mw,,,,,iscgem,iscgem780497,2022-04-26T21:06:04.416Z,"14 km N of Korkuteli, Turkey",earthquake,,9.4,0.2,,reviewed,iscgem,iscgem
1971-09-09T15:10:03.980Z,37.196,30.279,15,5.5,mw,,,,,iscgem,iscgem780154,2022-04-26T21:05:07.194Z,"16 km NNE of Korkuteli, Turkey",earthquake,,60.6,0.2,,reviewed,iscgem,iscgem
1971-09-08T22:35:14.840Z,41.314,44.056,15,5.16,mw,,,,,iscgem,iscgem780118,2022-04-26T21:05:06.035Z,"19 km NW of Metsavan, Armenia",earthquake,,5,0.2,,reviewed,iscgem,iscgem
1971-09-08T17:01:12.280Z,37.141,30.16,10,5.17,mw,,,,,iscgem,iscgem780103,2022-04-26T21:04:52.946Z,"9 km NNW of Korkuteli, Turkey",earthquake,,9.4,0.2,,reviewed,iscgem,iscgem
1971-08-17T04:29:36.090Z,37.089,36.851,42.5,5.28,mw,,,,,iscgem,iscgem781318,2022-04-26T21:08:31.293Z,"13 km SE of Nurda??, Turkey",earthquake,,6.2,0.2,,reviewed,iscgem,iscgem
1971-07-11T20:12:56.870Z,37.181,36.778,10,5.79,mw,,,,,iscgem,iscgem782114,2022-04-26T21:10:19.227Z,"3 km ENE of Nurda??, Turkey",earthquake,,6.2,0.2,,reviewed,iscgem,iscgem
1971-07-01T12:13:29.210Z,36.451,43.445,15,5.22,mw,,,,,iscgem,iscgem781809,2022-04-26T21:09:33.404Z,"Iraq",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1971-06-29T09:08:14.230Z,37.111,36.905,35,5.28,mw,,,,,iscgem,iscgem783918,2022-04-26T21:14:43.663Z,"16 km ESE of Nurda??, Turkey",earthquake,,6.2,0.2,,reviewed,iscgem,iscgem
1971-06-28T23:37:44.380Z,37.636,30.029,25,5.14,mw,,,,,iscgem,iscgem783900,2022-04-26T21:14:41.209Z,"24 km WSW of Burdur, Turkey",earthquake,,12.3,0.2,,reviewed,iscgem,iscgem
1971-06-15T22:55:43.470Z,36.984,29.063,10,5.09,mw,,,,,iscgem,iscgem783487,2022-04-26T21:14:08.183Z,"27 km NNE of Göcek, Turkey",earthquake,,4.2,0.21,,reviewed,iscgem,iscgem
1971-06-10T09:31:53.160Z,38.991,29.642,15,5.23,mw,,,,,iscgem,iscgem783313,2022-04-26T21:13:55.362Z,"21 km E of Gediz, Turkey",earthquake,,6.7,0.2,,reviewed,iscgem,iscgem
1971-06-08T23:42:55.670Z,37.484,29.785,15,5.14,mw,,,,,iscgem,iscgem783263,2022-04-26T21:13:52.741Z,"Western Turkey",earthquake,,12.3,0.2,,reviewed,iscgem,iscgem
1971-06-08T16:59:27.380Z,37.448,29.778,15,5.23,mw,,,,,iscgem,iscgem783255,2022-04-26T21:13:51.508Z,"6 km SSE of Ye?ilova, Turkey",earthquake,,12.3,0.27,,reviewed,iscgem,iscgem
1971-05-25T05:43:26.790Z,39.032,29.778,10,5.9,mw,,,,,iscgem,iscgem784936,2022-04-26T21:16:29.599Z,"21 km SSW of Aslanapa, Turkey",earthquake,,6.4,0.3,,reviewed,iscgem,iscgem
1971-05-22T18:35:28.880Z,38.997,40.729,10,5.14,mw,,,,,iscgem,iscgem784843,2022-04-26T21:16:06.510Z,"23 km ENE of Bingöl, Turkey",earthquake,,6.1,0.2,,reviewed,iscgem,iscgem
1971-05-22T17:34:18.540Z,39.04,40.728,15,5.14,mw,,,,,iscgem,iscgem784840,2022-04-26T21:16:05.077Z,"26 km NE of Bingöl, Turkey",earthquake,,6.1,0.2,,reviewed,iscgem,iscgem
1971-05-22T16:44:02.740Z,38.934,40.653,10,6.58,mw,,,,,iscgem,iscgem784837,2022-04-26T21:15:59.081Z,"",earthquake,,3.6,0.2,,reviewed,iscgem,iscgem
1971-05-21T09:41:15.030Z,37.453,29.698,15,5.13,mw,,,,,iscgem,iscgem784793,2022-04-26T21:15:56.348Z,"",earthquake,,6.7,0.2,,reviewed,iscgem,iscgem
1971-05-20T03:06:45.040Z,37.614,30.036,15,5.12,mw,,,,,iscgem,iscgem784754,2022-04-26T21:15:53.686Z,"25 km WSW of Burdur, Turkey",earthquake,,12.3,0.2,,reviewed,iscgem,iscgem
1971-05-17T14:16:17.280Z,37.605,29.915,15,5.14,mw,,,,,iscgem,iscgem784654,2022-04-26T21:15:45.249Z,"17 km NE of Ye?ilova, Turkey",earthquake,,12.3,0.2,,reviewed,iscgem,iscgem
1971-05-16T09:25:01.200Z,37.448,29.805,15,5.18,mw,,,,,iscgem,iscgem784583,2022-04-26T21:15:42.539Z,"8 km SSE of Ye?ilova, Turkey",earthquake,,12.3,0.2,,reviewed,iscgem,iscgem
1971-05-13T04:45:29.960Z,37.498,29.814,15,5.12,mw,,,,,iscgem,iscgem784406,2022-04-26T21:15:38.411Z,"5 km ESE of Ye?ilova, Turkey",earthquake,,12.3,0.2,,reviewed,iscgem,iscgem
1971-05-12T20:13:08.330Z,37.477,29.789,22.5,5.19,mw,,,,,iscgem,iscgem784388,2022-04-26T21:15:37.037Z,"4 km SE of Ye?ilova, Turkey",earthquake,,12.3,0.22,,reviewed,iscgem,iscgem
1971-05-12T12:57:25.680Z,37.503,29.696,22.5,5.53,mw,,,,,iscgem,iscgem784361,2022-04-26T21:15:35.748Z,"5 km W of Ye?ilova, Turkey",earthquake,,6.7,0.3,,reviewed,iscgem,iscgem
1971-05-12T10:10:37.890Z,37.552,29.678,23.5,5.57,mw,,,,,iscgem,iscgem784350,2022-04-26T21:15:34.366Z,"8 km NW of Ye?ilova, Turkey",earthquake,,4,0.4,,reviewed,iscgem,iscgem
1971-05-12T10:10:26.800Z,37.462,29.753,22.5,5.18,mw,,,,,iscgem,iscgem784349,2022-04-26T21:15:32.957Z,"5 km S of Ye?ilova, Turkey",earthquake,,12.3,0.46,,reviewed,iscgem,iscgem
1971-05-12T06:25:16.220Z,37.585,29.784,22.5,6.34,mw,,,,,iscgem,iscgem784339,2022-04-26T21:15:31.627Z,"8 km NNE of Ye?ilova, Turkey",earthquake,,4.5,0.2,,reviewed,iscgem,iscgem
1971-05-06T04:24:34.760Z,39.021,29.677,15,5.13,mw,,,,,iscgem,iscgem784123,2022-04-26T21:15:10.499Z,"24 km E of Gediz, Turkey",earthquake,,4.7,0.2,,reviewed,iscgem,iscgem
1971-04-17T16:37:37.980Z,41.069,37.143,15,5.21,mw,,,,,iscgem,iscgem785686,2022-04-26T21:18:59.246Z,"5 km ENE of ?kizce, Turkey",earthquake,,25,0.33,,reviewed,iscgem,iscgem
1971-04-13T12:52:36.540Z,38.976,29.781,15,5.34,mw,,,,,iscgem,iscgem785577,2022-04-26T21:18:40.403Z,"21 km NW of Dumlup?nar, Turkey",earthquake,,6.4,0.2,,reviewed,iscgem,iscgem
1971-03-08T22:44:48.750Z,37.444,29.765,15,5.17,mw,,,,,iscgem,iscgem786236,2022-04-26T21:19:39.767Z,"7 km S of Ye?ilova, Turkey",earthquake,,12.3,0.2,,reviewed,iscgem,iscgem
1971-02-23T19:41:25.070Z,39.639,27.379,10,5.62,mw,,,,,iscgem,iscgem787639,2022-04-26T21:22:54.733Z,"11 km WNW of ?vrindi, Turkey",earthquake,,4,0.2,,reviewed,iscgem,iscgem
1971-02-22T14:27:42.660Z,37.203,30.347,15,5.23,mw,,,,,iscgem,iscgem787609,2022-04-26T21:22:53.460Z,"14 km SW of K?z?lkaya, Turkey",earthquake,,60.6,0.2,,reviewed,iscgem,iscgem
1971-02-15T08:19:56.390Z,39.184,29.391,15,5.28,mw,,,,,iscgem,iscgem787416,2022-04-26T21:22:44.781Z,"21 km SSE of Emet, Turkey",earthquake,,6.7,0.2,,reviewed,iscgem,iscgem
1970-12-20T11:01:46.390Z,39.368,29.251,15,5.21,mw,,,,,iscgem,iscgem789338,2022-04-26T21:27:51.682Z,"2 km NNW of Emet, Turkey",earthquake,,6.9,0.2,,reviewed,iscgem,iscgem
1970-09-03T05:32:10.910Z,39.624,38.822,15,5.25,mw,,,,,iscgem,iscgem791658,2022-04-26T21:31:20.404Z,"17 km W of Kemah, Turkey",earthquake,,3.8,0.33,,reviewed,iscgem,iscgem
1970-04-30T16:44:46.690Z,39.299,29.286,15,5.13,mw,,,,,iscgem,iscgem797392,2022-04-26T21:44:24.256Z,"5 km SSE of Emet, Turkey",earthquake,,6.9,0.29,,reviewed,iscgem,iscgem
1970-04-30T14:58:22.410Z,39.276,29.327,15,5.1,mw,,,,,iscgem,iscgem797387,2022-04-26T21:44:23.142Z,"9 km SE of Emet, Turkey",earthquake,,6.9,0.2,,reviewed,iscgem,iscgem
1970-04-24T00:40:00.140Z,39.036,29.859,11.3,5.16,mw,,,,,iscgem,iscgem797088,2022-04-26T21:43:57.064Z,"19 km S of Aslanapa, Turkey",earthquake,,6.4,0.2,,reviewed,iscgem,iscgem
1970-04-23T09:01:27.020Z,39.071,28.808,20,5.7,mw,,,,,iscgem,iscgem797068,2022-04-26T21:43:53.480Z,"13 km ENE of Demirci, Turkey",earthquake,,4.5,0.3,,reviewed,iscgem,iscgem
1970-04-23T07:18:31.360Z,38.988,30,15,5.21,mw,,,,,iscgem,iscgem797067,2022-04-26T21:43:52.302Z,"14 km N of Dumlup?nar, Turkey",earthquake,,6.4,0.25,,reviewed,iscgem,iscgem
1970-04-22T05:24:05.070Z,39.03,29.807,15,5.35,mw,,,,,iscgem,iscgem797029,2022-04-26T21:43:49.728Z,"21 km SSW of Aslanapa, Turkey",earthquake,,4.6,0.23,,reviewed,iscgem,iscgem
1970-04-19T13:47:35.790Z,38.944,29.747,17.5,5.99,mw,,,,,iscgem,iscgem796918,2022-04-26T21:43:36.423Z,"22 km WNW of Dumlup?nar, Turkey",earthquake,,6.7,0.2,,reviewed,iscgem,iscgem
1970-04-19T13:29:38.130Z,38.972,29.753,18.4,6.1,mw,,,,,iscgem,iscgem796915,2022-04-26T21:43:35.290Z,"23 km NW of Dumlup?nar, Turkey",earthquake,,3.8,0.3,,reviewed,iscgem,iscgem
1970-04-16T11:43:20.760Z,39.019,29.966,15,5.18,mw,,,,,iscgem,iscgem796800,2022-04-26T21:43:22.897Z,"18 km N of Dumlup?nar, Turkey",earthquake,,6.4,0.2,,reviewed,iscgem,iscgem
1970-04-16T10:42:21.740Z,38.978,29.969,15,5.55,mw,,,,,iscgem,iscgem796798,2022-04-26T21:43:21.367Z,"13 km N of Dumlup?nar, Turkey",earthquake,,4.6,0.3,,reviewed,iscgem,iscgem
1970-04-09T10:12:28.690Z,39.139,29.416,10,5.15,mw,,,,,iscgem,iscgem796516,2022-04-26T21:42:35.631Z,"16 km N of Gediz, Turkey",earthquake,,4.5,0.2,,reviewed,iscgem,iscgem
1970-04-07T17:05:10.980Z,39.355,29.269,15,5.29,mw,,,,,iscgem,iscgem796419,2022-04-26T21:42:08.564Z,"1 km NE of Emet, Turkey",earthquake,,6.9,0.23,,reviewed,iscgem,iscgem
1970-04-01T15:56:03.730Z,39.362,29.303,15,5.17,mw,,,,,iscgem,iscgem796197,2022-04-26T21:41:31.120Z,"4 km ENE of Emet, Turkey",earthquake,,6.9,0.2,,reviewed,iscgem,iscgem
1970-03-31T11:57:58.950Z,39.002,29.711,15,5.11,mw,,,,,iscgem,iscgem798683,2022-04-26T21:47:39.861Z,"27 km SSW of Aslanapa, Turkey",earthquake,,6.7,0.2,,reviewed,iscgem,iscgem
1970-03-31T03:46:50.430Z,39.065,29.868,15,5.12,mw,,,,,iscgem,iscgem798661,2022-04-26T20:29:18.816Z,"16 km S of Aslanapa, Turkey",earthquake,,6.4,0.2,,reviewed,iscgem,iscgem
1970-03-30T16:32:36.540Z,39.139,29.633,15,5.13,mw,,,,,iscgem,iscgem798642,2022-04-26T21:47:36.099Z,"22 km WSW of Aslanapa, Turkey",earthquake,,6.7,0.2,,reviewed,iscgem,iscgem
1970-03-30T08:35:17.650Z,39.336,29.174,15,5.13,mw,,,,,iscgem,iscgem798626,2022-04-26T21:47:34.832Z,"7 km W of Emet, Turkey",earthquake,,6.3,0.2,,reviewed,iscgem,iscgem
1970-03-30T07:59:52.480Z,39.316,29.285,10,5.34,mw,,,,,iscgem,iscgem798623,2022-04-26T21:47:29.240Z,"3 km SE of Emet, Turkey",earthquake,,3.9,0.37,,reviewed,iscgem,iscgem
1970-03-29T19:11:42.740Z,39.179,29.419,10,5.25,mw,,,,,iscgem,iscgem798598,2022-04-26T21:47:23.418Z,"20 km N of Gediz, Turkey",earthquake,,3.9,0.28,,reviewed,iscgem,iscgem
1970-03-29T06:56:23.330Z,39.073,29.786,10,5.44,mw,,,,,iscgem,iscgem798566,2022-04-26T21:47:21.007Z,"17 km SSW of Aslanapa, Turkey",earthquake,,6.4,0.31,,reviewed,iscgem,iscgem
1970-03-28T23:43:59.110Z,39.072,29.734,15,5.24,mw,,,,,iscgem,iscgem798533,2022-04-26T21:47:18.714Z,"Western Turkey",earthquake,,6.7,0.42,,reviewed,iscgem,iscgem
1970-03-28T23:11:42.780Z,39.133,29.49,15,5.14,mw,,,,,iscgem,iscgem798530,2022-04-26T21:47:13.563Z,"17 km NNE of Gediz, Turkey",earthquake,,6.7,0.51,,reviewed,iscgem,iscgem
1970-03-28T21:59:12.230Z,39.25,29.316,15,5.15,mw,,,,,iscgem,iscgem798525,2022-04-26T21:47:12.206Z,"11 km SSE of Emet, Turkey",earthquake,,6.7,0.2,,reviewed,iscgem,iscgem
1970-03-28T21:02:26.710Z,39.098,29.57,25,7.23,mw,,,,,iscgem,iscgem798506,2022-04-26T21:47:06.566Z,"19 km NE of Gediz, Turkey",earthquake,,4.7,0.3,,reviewed,iscgem,iscgem
1970-03-14T01:51:45.910Z,38.575,44.79,17.1,5.38,mw,,,,,iscgem,iscgem797987,2022-04-26T21:45:52.961Z,"14 km W of Khowy, Iran",earthquake,,3.9,0.33,,reviewed,iscgem,iscgem
1970-02-17T16:16:51.380Z,38.663,43.464,15,5.11,mw,,,,,iscgem,iscgem799195,2022-04-26T21:48:51.502Z,"19 km NNE of Van, Turkey",earthquake,,5.5,0.2,,reviewed,iscgem,iscgem
1970-02-17T02:59:54.580Z,38.647,43.278,15,5.19,mw,,,,,iscgem,iscgem799174,2022-04-26T21:48:49.202Z,"19 km NNW of Van, Turkey",earthquake,,5.5,0.2,,reviewed,iscgem,iscgem
1970-01-03T06:54:43.990Z,41.723,43.46,15,5.4,mw,,,,,iscgem,iscgem799659,2022-04-26T21:49:52.340Z,"1 km SW of Bak’urianis Andezit’i, Georgia",earthquake,,4.9,0.25,,reviewed,iscgem,iscgem
1969-10-07T05:09:12.930Z,39.174,28.439,14.3,5.23,mw,,,,,iscgem,iscgem803180,2022-04-26T21:54:28.988Z,"23 km ESE of S?nd?rg?, Turkey",earthquake,,3.7,0.23,,reviewed,iscgem,iscgem
